Accession,Gene Symbol
Q6P582,MZT2A
Q6UWI2,PARM1
Q6ZMQ8,AATK
Q6ZMY9,ZNF517
Q6ZS82,RGS9BP
Q75LS8,FKBP9P1
Q7RTT3,SSX9P
Q7Z407,CSMD3
Q86VQ1,GLCCI1
Q86YT5,SLC13A5
Q8IXZ2,ZC3H3
Q8N335,GPD1L
Q8N3C7,CLIP4
Q8N539,FIBCD1
Q8N5Z5,KCTD17
Q8N6M0,OTUD6B
Q8N812,C12orf76
Q8N8E3,CEP112
Q8NBJ7,SUMF2
Q8NEL0,CCDC54
Q8NF50,DOCK8
Q8NGJ8,OR51S1
Q8NGL1,OR5D18
Q8NGU1,OR9A1P
Q8TB40,ABHD4
Q8TDG4,HELQ
Q8WUX1,SLC38A5
Q8WV24,PHLDA1
Q8WZ92,OR5P2
Q92617,NPIPB3
Q96E52,OMA1
Q96F07,CYFIP2
Q96GL9,FAM163A
Q96LL4,C8orf48
Q96LR5,UBE2E2
Q96NZ1,FOXN4
Q96S07,PRR25
Q99502,EYA1
Q9BXJ2,C1QTNF7
Q9BZJ0,CRNKL1
Q9HBF5,ST20
Q9NPF2,CHST11
Q9NUZ1,ACOXL
Q9NY15,STAB1
Q9NY65,TUBA8
Q9P0L9,PKD2L1
Q9P2E3,ZNFX1
Q9UET6,FTSJ1
Q9UJJ9,GNPTG
Q9UK61,TASOR
Q9UKL2,OR52A1
Q9UMW8,USP18
Q9UN75,PCDHA12
Q9Y5H3,PCDHGA10
A0A075B6S6,IGKV2D-30
A0A087WSZ0,IGKV1D-8
A2RUT3,TMEM89
A6NIH7,UNC119B
C4AMC7,WASH3P
O15117,FYB1
O43169,CYB5B
O43307,ARHGEF9
O75564,JRK
O94864,SUPT7L
O94888,UBXN7
O95995,GAS8
P01034,CST3
P04733,MT1F
P08571,CD14
P0CH99,ZNF705D
P0CJ87,DUX4L4
P13073,COX4I1
P18858,LIG1
P25440,BRD2
P30542,ADORA1
P32247,BRS3
P35713,SOX18
P40424,PBX1
P42263,GRIA3
P49589,CARS1
P50151,GNG10
P51861,CDR1
P54259,ATN1
P58499,FAM3B
Q02241,KIF23
Q02410,APBA1
Q04695,KRT17
Q08AI8,MAB21L4
Q09327,MGAT3
Q13188,STK3
Q13268,DHRS2
Q3B8N2,LGALS9B
Q496H8,NRN1L
Q5BKY1,LRRC10
Q5I0X7,TTC32
Q5T7P8,SYT6
Q5THK1,PRR14L
Q5TIA1,MEI1
Q5VUG0,SFMBT2
Q66PJ3,ARL6IP4
Q6UWV6,ENPP7
Q6UWY2,PRSS57
Q6ZMH5,SLC39A5
Q6ZMP0,THSD4
Q6ZUB0,SPATA31D4
Q6ZWE6,PLEKHM3
Q7L8A9,VASH1
Q86T20,SMIM29
Q86VE3,SATL1
Q86VY9,TMEM200A
Q86W54,SPATA24
Q86WZ0,HEATR4
Q8IYB1,MB21D2
Q8IYT4,KATNAL2
Q8N146,OR8H3
Q8N4C7,STX19
Q8N806,UBR7
Q8NAF0,ZNF579
Q8NEG5,ZSWIM2
Q8NGJ7,OR51A2
Q8NHS2,GOT1L1
Q8TAG5,VSTM2A
Q8TC21,ZNF596
Q8WXK4,ASB12
Q92503,SEC14L1
Q92870,APBB2
Q92995,USP13
Q93096,PTP4A1
Q96J66,ABCC11
Q96N67,DOCK7
Q96PQ1,SIGLEC12
Q96PT3,DUX5
Q96R67,OR4C12
Q99424,ACOX2
Q9BRA2,TXNDC17
Q9BYD5,CNFN
Q9BZQ8,NIBAN1
Q9GZK4,OR2H1
Q9H1M3,DEFB129
Q9H2B4,SLC26A1
Q9H6N6,MYH16
Q9HCI6,KIAA1586
Q9NX08,COMMD8
Q9NY74,ETAA1
Q9P055,JKAMP
Q9UHI5,SLC7A8
Q9UIL1,SCOC
Q9UMS4,PRPF19
Q9UNK4,PLA2G2D
Q9WJR5,ERVK-19
Q9Y394,DHRS7
Q9Y4C8,RBM19
Q9Y662,HS3ST3B1
A0A0A0MRZ8,IGKV3D-11
A0A0J9YX57,MAGEB6B
A0A1B0GVZ2,FAM240B
A0A1W2PPE2,TAF11L4
A0PJE2,DHRS12
A6NH00,OR2T8
A6NHM9,MOXD2P
A8MVZ5,BTNL10P
O15194,CTDSPL
O43310,CTIF
O43766,LIAS
O43915,VEGFD
O60282,KIF5C
O95704,APBB3
P00395,MT-CO1
P01178,OXT
P03886,MT-ND1
P05386,RPLP1
P08254,MMP3
P0C629,OR10J4
P0DUD3,SPDYE14
P11177,PDHB
P13929,ENO3
P15428,HPGD
P17081,RHOQ
P20963,CD247
P24390,KDELR1
P30837,ALDH1B1
P34998,CRHR1
P35580,MYH10
P49593,PPM1F
P50591,TNFSF10
P51816,AFF2
P52798,EFNA4
P82980,RBP5
P85299,PRR5
P98179,RBM3
Q01538,MYT1
Q13164,MAPK7
Q14674,ESPL1
Q14831,GRM7
Q15019,SEPTIN2
Q15544,TAF11
Q15615,OR4D1
Q19T08,ECSCR
Q4ZIN3,TMEM259
Q502W7,CCDC38
Q5H9L4,TAF7L
Q5T3U5,ABCC10
Q5T8D3,ACBD5
Q5TEJ8,THEMIS2
Q5TGZ0,MICOS10
Q5UE93,PIK3R6
Q6IPW1,C11orf71
Q6NSW7,NANOGP8
Q6UXP3,TMEM14EP
Q6ZNG2,DBX2
Q6ZVF9,GPRIN3
Q7Z4V5,HDGFL2
Q86VD9,PIGZ
Q86W74,ANKRD46
Q86X83,COMMD2
Q86YR6,POTED
Q86YV5,PRAG1
Q8IVU3,HERC6
Q8IW03,SIAH3
Q8IW40,DNAAF19
Q8IZI9,IFNL3
Q8N2U0,TMEM256
Q8N8G6,LINC02915
Q8NBB4,ZSCAN1
Q8NFW5,DMBX1
Q8NHP1,AKR7L
Q8TAB5,C1orf216
Q8TAG6,VXN
Q8TER0,SNED1
Q8TF21,ANKRD24
Q8WVL7,ANKRD49
Q8WWB7,GLMP
Q8WZ84,OR8D1
Q92685,ALG3
Q92845,KIFAP3
Q93050,ATP6V0A1
Q96FT9,IFT43
Q96IX5,ATP5MK
Q9BTC0,DIDO1
Q9H461,FZD8
Q9H8S5,CCNP
Q9HB40,SCPEP1
Q9HCN2,TP53AIP1
Q9NPQ8,RIC8A
Q9NRU3,CNNM1
Q9NY27,PPP4R2
Q9NZ01,TECR
Q9P104,DOK5
Q9UBS3,DNAJB9
Q9UH90,FBXO40
Q9UK11,ZNF223
Q9Y4E6,WDR7
Q9Y6G9,DYNC1LI1
A0A5B9,TRBC2
A0JD32,TRAV38-2DV8
A6NFC5,TMEM235
D6RCP7,USP17L19
O00165,HAX1
O14867,BACH1
O43597,SPRY2
O43674,NDUFB5
O75128,COBL
O95156,NXPH2
O95298,NDUFC2
O95620,DUS4L
O95757,HSPA4L
O95997,PTTG1
P00491,PNP
P01116,KRAS
P07437,TUBB
P07492,GRP
P09417,QDPR
P0CE71,OCM2
P0CW18,PRSS56
P10600,TGFB3
P18440,NAT1
P19838,NFKB1
P21399,ACO1
P27824,CANX
P28330,ACADL
P30405,PPIF
P49821,NDUFV1
P49961,ENTPD1
P51687,SUOX
P54764,EPHA4
P55039,DRG2
P56278,MTCP1
P62244,RPS15A
P98077,SHC2
Q00532,CDKL1
Q02318,CYP27A1
Q12802,AKAP13
Q13087,PDIA2
Q13888,GTF2H2
Q15080,NCF4
Q30KQ8,DEFB112
Q3B7T1,EDRF1
Q3YBM2,TMEM176B
Q4KMG0,CDON
Q587J7,TDRD12
Q5T7R7,C1orf185
Q5VXJ0,LIPK
Q5W0U4,BSPRY
Q5XKE5,KRT79
Q68D06,SLFN13
Q6IQ55,TTBK2
Q6UXB8,PI16
Q6ZP01,RBM44
Q7Z3D6,DGLUCY
Q7Z7L8,C11orf96
Q86SS6,SYT9
Q86TJ5,ZNF554
Q86UE6,LRRTM1
Q86YH2,ZNF280B
Q86YW7,GPHB5
Q8N554,ZNF276
Q8N7N1,FAM86B1
Q8N8Z8,ZNF441
Q8NFD5,ARID1B
Q8NH60,OR52J3
Q8NHU0,CT45A3
Q8TES7,FBF1
Q92545,TMEM131
Q92918,MAP4K1
Q92954,PRG4
Q96F63,CCDC97
Q96GX8,C16orf74
Q96HM7,PCED1B
Q96JB3,HIC2
Q96KS0,EGLN2
Q96L91,EP400
Q96PL1,SCGB3A2
Q9BV86,NTMT1
Q9C0C7,AMBRA1
Q9GZN7,ROGDI
Q9H1K1,ISCU
Q9H201,EPN3
Q9H3S5,PIGM
Q9H469,FBXL15
Q9H8X2,IPPK
Q9NRD0,FBXO8
Q9NVE5,USP40
Q9NVX2,NLE1
Q9NXK6,PAQR5
Q9NY26,SLC39A1
Q9P241,ATP10D
Q9P2D3,HEATR5B
Q9P2N7,KLHL13
Q9UBC2,EPS15L1
Q9Y2H8,ZNF510
Q9Y442,YWHAH-AS1
Q9Y5P0,OR51B4
A0A075B767,PPIAL4H
A0A0A0MTA4,TRBJ2-5
A0A1B0GTB2,TUNAR
A0AV96,RBM47
A6NE02,BTBD17
A6NFH5,FABP12
C9JCN9,HSBP1L1
M0R2J8,DCDC1
O00444,PLK4
O14595,CTDSP2
O15342,ATP6V0E1
O60381,HBP1
O60756,BCE1
P05091,ALDH2
P09544,WNT2
P0C860,MSL3B
P0CG08,GPR89B
P0DJ93,SMIM13
P20742,PZP
P26371,KRTAP5-9
P30419,NMT1
P30953,OR1E1
P38567,SPAM1
P54792,DVL1P1
P57082,TBX4
P78424,POU6F2
P84243,H3-3A
Q01973,ROR1
Q02543,RPL18A
Q02833,RASSF7
Q05940,SLC18A2
Q075Z2,BSPH1
Q10472,GALNT1
Q13114,TRAF3
Q13214,SEMA3B
Q14542,SLC29A2
Q14582,MXD4
Q15276,RABEP1
Q15366,PCBP2
Q15468,STIL
Q15650,TRIP4
Q53GD3,SLC44A4
Q5SRN2,TSBP1
Q68CL5,TPGS2
Q6NV75,GPR153
Q6P5X7,TMEM71
Q6P6B7,ANKRD16
Q6P9H4,CNKSR3
Q6ZNE9,RUFY4
Q7RTS3,PTF1A
Q7RTU4,BHLHA9
Q7Z3Y9,KRT26
Q7Z4Q2,HEATR3
Q7Z6R9,TFAP2D
Q86VF5,MOGAT3
Q86W10,CYP4Z1
Q86X10,RALGAPB
Q86XH1,IQCA1
Q8IWU6,SULF1
Q8N531,FBXL6
Q8N7R7,CCNYL1
Q8N823,ZNF611
Q8NBQ7,AQP11
Q8NEB7,ACRBP
Q8WUA2,PPIL4
Q8WWI1,LMO7
Q96AQ7,CIDEC
Q96B01,RAD51AP1
Q96DE0,NUDT16
Q96HD1,CRELD1
Q96LJ7,DHRS1
Q96QR8,PURB
Q9BQ39,DDX50
Q9BV40,VAMP8
Q9BYW2,SETD2
Q9BZM4,ULBP3
Q9C086,INO80B
Q9H1A4,ANAPC1
Q9H313,TTYH1
Q9H582,ZNF644
Q9H5N1,RABEP2
Q9HCU4,CELSR2
Q9NQ32,C11orf16
Q9NR99,MXRA5
Q9NRY2,INIP
Q9NRY4,ARHGAP35
Q9NRZ7,AGPAT3
Q9NSQ0,RRP7BP
Q9NYK6,EURL
Q9NZT2,OGFR
Q9UBS9,SUCO
Q9UIB8,CD84
Q9UL42,PNMA2
Q9UL59,ZNF214
Q9UN74,PCDHA4
Q9Y3U8,RPL36
Q9Y6E2,BZW2
A0A0B4J1X8,IGHV3-43
A2RUR9,CCDC144A
A3QJZ6,PRAMEF22
A5D8W1,CFAP69
A8MUK1,USP17L5
C9JVI0,USP17L11
O00329,PIK3CD
O00453,LST1
O00469,PLOD2
O15417,TNRC18
O43731,KDELR3
O43866,CD5L
O60243,HS6ST1
O60353,FZD6
O60675,MAFK
O75907,DGAT1
O76096,CST7
O94905,ERLIN2
O95502,NPTXR
O95772,STARD3NL
O95936,EOMES
P08579,SNRPB2
P08F94,PKHD1
P09093,CELA3A
P0DKB6,MPC1L
P0DPH9,CXorf51B
P10082,PYY
P11274,BCR
P11801,PSKH1
P12104,FABP2
P13726,F3
P17031,ZNF26
P24752,ACAT1
P30566,ADSL
P34096,RNASE4
P46059,SLC15A1
P51689,ARSD
P51970,NDUFA8
P55916,UCP3
P57053,H2BC12L
P59190,RAB15
Q00587,CDC42EP1
Q02577,NHLH2
Q04724,TLE1
Q06055,ATP5MC2
Q10713,PMPCA
Q12981,BNIP1
Q13151,HNRNPA0
Q13415,ORC1
Q14289,PTK2B
Q2KHN1,RNF151
Q3BBV2,NBPF8
Q3MIT2,PUS10
Q49AH0,CDNF
Q5FWF6,ZNF789
Q5I0G3,MDH1B
Q5JTW2,CEP78
Q6PIU2,NCEH1
Q6UW56,ATRAID
Q6X4U4,SOSTDC1
Q6ZWJ8,KCP
Q7RTS6,OTOP2
Q86WS3,OOSP2
Q8IU57,IFNLR1
Q8IWN6,FAM223A
Q8IZ40,RCOR2
Q8N131,TMEM123
Q8N3U4,STAG2
Q8N5G0,SMIM20
Q8NGS4,OR13F1
Q8NGT7,OR2A12
Q8NHR7,TERB2
Q8WTT0,CLEC4C
Q8WWL7,CCNB3
Q8WXG9,ADGRV1
Q8WXK1,ASB15
Q969M7,UBE2F
Q96EH3,MALSU1
Q96LD1,SGCZ
Q96M98,PACRG
Q96MC9,IKBKE-AS1
Q96MK3,FAM20A
Q96QE2,SLC2A13
Q96SL1,SLC49A4
Q99956,DUSP9
Q9BRG1,VPS25
Q9BRT6,LLPH
Q9BYW3,DEFB126
Q9H013,ADAM19
Q9H0E9,BRD8
Q9H5I1,SUV39H2
Q9HAF1,MEAF6
Q9HCK1,ZDBF2
Q9NV06,DCAF13
Q9NY87,SPANXC
Q9P202,WHRN
Q9UQ90,SPG7
Q9Y2B2,PIGL
Q9Y6A1,POMT1
A6NGW2,STRCP1
A8MUZ8,ZNF705G
A8MWY0,ELAPOR2
B7ZW38,HNRNPCL3
O00254,F2RL2
O00566,MPHOSPH10
O00591,GABRP
O14522,PTPRT
O15528,CYP27B1
O43291,SPINT2
O43572,AKAP10
O60427,FADS1
O75031,HSF2BP
O95677,EYA4
P01011,SERPINA3
P04432,IGKV1D-39
P08134,RHOC
P09603,CSF1
P14316,IRF2
P15289,ARSA
P19388,POLR2E
P23381,WARS1
P24278,ZBTB25
P29034,S100A2
P30039,PBLD
P43652,AFM
P46940,IQGAP1
P48739,PITPNB
P50120,RBP2
P50443,SLC26A2
P51959,CCNG1
P54845,NRL
P55285,CDH6
P60509,ERVPABLB-1
P60660,MYL6
P62760,VSNL1
Q01850,CDR2
Q05707,COL14A1
Q13495,MAMLD1
Q14585,ZNF345
Q15238,PSG5
Q15466,NR0B2
Q53H64,ANKRD40CL
Q5JR12,PPM1J
Q5T9L3,WLS
Q5VV67,PPRC1
Q5W111,SPRYD7
Q6ZMI3,GLDN
Q7RTM1,OTOP1
Q7Z4T8,GALNTL5
Q7Z5M8,ABHD12B
Q86WG3,ATCAY
Q86WR6,CHCT1
Q86Y28,BAGE4
Q86YS6,RAB43
Q8IVW4,CDKL3
Q8NBJ9,SIDT2
Q8NFR7,CCDC148
Q8NGV6,OR5H6
Q8TCU5,GRIN3A
Q8TCY9,URGCP
Q8WTQ4,C16orf78
Q8WVC0,LEO1
Q8WXE1,ATRIP
Q92963,RIT1
Q96D21,RASD2
Q96GX1,TCTN2
Q96HQ0,ZNF419
Q96IX9,ANKRD36BP1
Q96KW2,POM121L2
Q96LM9,C20orf173
Q96PD5,PGLYRP2
Q96RI0,F2RL3
Q99848,EBNA1BP2
Q9BPX1,HSD17B14
Q9BQY9,DBNDD2
Q9BUA6,MYL10
Q9H0Q3,FXYD6
Q9H8M1,COQ10B
Q9HA77,CARS2
Q9HBT6,CDH20
Q9HCM9,TRIM39
Q9NPI6,DCP1A
Q9NQA5,TRPV5
Q9NQF3,SERHL
Q9NR64,KLHL1
Q9NRE2,TSHZ2
Q9NSD7,RXFP3
Q9NXL6,SIDT1
Q9P203,BTBD7
Q9P2D0,IBTK
Q9UDX3,SEC14L4
Q9UHA3,RSL24D1
Q9UIV1,CNOT7
Q9UNF1,MAGED2
Q9Y284,WDR83OS
Q9Y5G1,PCDHGB3
A0A0J9YXV3,GREP1
A0PJX2,TLDC2
A1A580,KRTAP23-1
A6NGB9,WIPF3
A6NLU0,RFPL4A
O14512,SOCS7
O15165,LDLRAD4
O43182,ARHGAP6
O43247,CIMIP4
O43261,DLEU1
O43426,SYNJ1
O43513,MED7
O43827,ANGPTL7
O75326,SEMA7A
O75953,DNAJB5
O75955,FLOT1
O76036,NCR1
O94875,SORBS2
O95210,STBD1
P01275,GCG
P01833,PIGR
P02748,C9
P0C7U3,ZDHHC11B
P20338,RAB4A
P29992,GNA11
P30511,HLA-F
P31151,S100A7
P42765,ACAA2
P49716,CEBPD
P51460,INSL3
P56178,DLX5
P61925,PKIA
Q01955,COL4A3
Q05329,GAD2
Q0VGE8,ZNF816
Q12918,KLRB1
Q14410,GK2
Q14498,RBM39
Q15121,PEA15
Q15813,TBCE
Q15928,ZNF141
Q16515,ASIC2
Q2VYF4,LETM2
Q3MIV0,KRTAP22-1
Q400G9,AMZ1
Q4G0X9,CCDC40
Q4ZHG4,FNDC1
Q5JTN6,WDR38
Q5T7W0,ZNF618
Q5VTJ3,KLHDC7A
Q6ZS27,ZNF662
Q6ZS62,COLCA1
Q6ZV89,SH2D5
Q75T13,PGAP1
Q86SK9,SCD5
Q86XT9,TMEM219
Q8IZ73,RPUSD2
Q8N4H0,SPATA6L
Q8N5S9,CAMKK1
Q8NAA5,LRRC75A
Q8NAG6,ANKLE1
Q8NCT3,MATCAP2
Q8TF01,PNISR
Q8WV74,NUDT8
Q92945,KHSRP
Q96BW5,PTER
Q96FH0,BORCS8
Q96KX2,CAPZA3
Q96MX6,DNAAF10
Q96NH3,TBC1D32
Q96PP9,GBP4
Q9BPY3,FAM118B
Q9BSU1,PHAF1
Q9BTY2,FUCA2
Q9BU40,CHRDL1
Q9BV97,ZNF747
Q9BWU0,SLC4A1AP
Q9BYV6,TRIM55
Q9H300,PARL
Q9NQX0,PRDM6
Q9NRX5,SERINC1
Q9NS86,LANCL2
Q9NSY0,NRBP2
Q9NU23,LYRM2
Q9NYL9,TMOD3
Q9P1D8,PRO2289
Q9UBR1,UPB1
Q9UH77,KLHL3
Q9UJW2,TINAG
Q9UJX5,ANAPC4
Q9UKL0,RCOR1
Q9UKV8,AGO2
Q9UQ53,MGAT4B
Q9Y2S7,POLDIP2
Q9Y2U2,KCNK7
Q9Y5W8,SNX13
Q9Y5Y6,ST14
Q9Y6F6,IRAG1
A0A075B6Y9,TRAJ42
A0A1B0GTI8,TMEM272
A0FGR8,ESYT2
A3KN83,SBNO1
A6NI28,ARHGAP42
B1AJZ9,FHAD1
B3EWG5,FAM25C
D6RBQ6,USP17L17
O00624,SLC17A2
O00743,PPP6C
O14508,SOCS2
O15379,HDAC3
O15552,FFAR2
O43189,PHF1
O75078,ADAM11
O75474,FRAT2
O75678,RFPL2
O94916,NFAT5
O95436,SLC34A2
O95455,TGDS
P00918,CA2
P01593,IGKV1D-33
P02787,TF
P04908,H2AC4
P06454,PTMA
P07305,H1-0
P08648,ITGA5
P0DN37,PPIAL4G
P0DX04,TMSB15C
P11142,HSPA8
P12035,KRT3
P20036,HLA-DPA1
P21453,S1PR1
P22528,SPRR1B
P36952,SERPINB5
P40227,CCT6A
P42681,TXK
P47929,LGALS7
P50747,HLCS
P51587,BRCA2
P52945,PDX1
Q05195,MXD1
Q07864,POLE
Q13118,KLF10
Q14168,MPP2
Q14766,LTBP1
Q14839,CHD4
Q2VIR3,EIF2S3B
Q5VW22,AGAP6
Q63HM9,PLCXD3
Q6FI13,H2AC18
Q6NZY7,CDC42EP5
Q6P047,C8orf74
Q6P2C8,MED27
Q6UWB1,IL27RA
Q6UXR6,UNQ6494/PRO21346
Q6ZVC0,NYAP1
Q70EL2,USP45
Q7Z4F1,LRP10
Q86SQ0,PHLDB2
Q86XE0,SNX32
Q8IV76,PASD1
Q8IVS8,GLYCTK
Q8IWV7,UBR1
Q8IYI6,EXOC8
Q8N0Z3,SPICE1
Q8N128,FAM177A1
Q8N693,ESX1
Q8N729,NPW
Q8N9B4,ANKRD42
Q8N9F0,NAT8L
Q8NC54,KCT2
Q8NF86,PRSS33
Q8NGR3,OR1K1
Q8TBE9,NANP
Q8TC56,GARIN3
Q8WYP3,RIN2
Q92529,SHC3
Q92928,RAB1C
Q96FQ7,LINC00526
Q96KF7,SMIM8
Q96MT7,CFAP44
Q96NS1,YPEL4
Q99988,GDF15
Q9BUL8,PDCD10
Q9BW61,DDA1
Q9BY42,RTF2
Q9C0I3,CCSER1
Q9H720,CWH43
Q9H7J1,PPP1R3E
Q9NSE2,CISH
Q9NSY1,BMP2K
Q9UBU7,DBF4
Q9UHP6,RSPH14
Q9ULE4,FAM184B
Q9UMX1,SUFU
Q9UQ84,EXO1
Q9Y4M8,LINC00588
Q9Y6E7,SIRT4
A0A075B6I9,IGLV7-46
A0A0B4J200,TRBJ2-3
A0A0U1RQG5,CT47C1
A0A1B0GVZ9,TMEM269
A0A286YEV6,SCYGR4
A1L157,TSPAN11
A5D6W6,FITM1
B9A014,C21orf140
O00622,CCN1
O15182,CETN3
O15547,P2RX6
O43752,STX6
O43847,NRDC
O60684,KPNA6
O75333,TBX10
P01730,CD4
P05160,F13B
P05455,SSB
P07992,ERCC1
P0C7T7,FRMD6-AS1
P0CG29,GSTT2
P0DJH9,RD3L
P0DPF2,NBPF20
P15516,HTN3
P17032,ZNF37A
P20155,SPINK2
P23759,PAX7
P35243,RCVRN
P46777,RPL5
P48047,ATP5PO
P48067,SLC6A9
P51888,PRELP
P52746,ZNF142
P54849,EMP1
P59773,MINAR2
P78314,SH3BP2
P78417,GSTO1
P80188,LCN2
Q06730,ZNF33A
Q12926,ELAVL2
Q13630,GFUS
Q14406,CSHL1
Q16378,PRR4
Q2M2I8,AAK1
Q567V2,MPV17L2
Q5SSQ6,SAPCD1
Q5TB30,DEPDC1
Q5VTL8,PRPF38B
Q5VVW2,GARNL3
Q60I27,ALS2CL
Q68D91,MBLAC2
Q6S8J7,POTEA
Q6ZMN8,CCNI2
Q6ZRV3,LINC00696
Q7L3B6,CDC37L1
Q7Z3V5,ZNF571
Q7Z589,EMSY
Q7Z745,MROH2B
Q8IWT3,CUL9
Q8IZJ1,UNC5B
Q8N336,ELMOD1
Q8N878,FRMD1
Q8N8Z3,DIP2C-AS1
Q8NEG4,FAM83F
Q8NGA6,OR10H5
Q8NGP9,OR5AR1
Q8NH49,OR4X1
Q8TAQ2,SMARCC2
Q8TC05,MDM1
Q8TC07,TBC1D15
Q8TDV2,GPR148
Q8WU66,TSPEAR
Q93052,LPP
Q96DC8,ECHDC3
Q96PZ7,CSMD1
Q96R72,OR4K3
Q96RQ1,ERGIC2
Q9BT43,POLR3GL
Q9BWF3,RBM4
Q9BXR0,QTRT1
Q9BZA0,TTTY10
Q9C0G0,ZNF407
Q9H115,NAPB
Q9H9P5,UNKL
Q9HAQ2,KIF9
Q9NQ11,ATP13A2
Q9P206,NHSL3
Q9P2P1,NYNRIN
Q9UFH2,DNAH17
Q9UHB9,SRP68
Q9UHC7,MKRN1
Q9UII4,HERC5
Q9UMX6,GUCA1B
Q9Y210,TRPC6
Q9Y2G3,ATP11B
Q9Y399,MRPS2
Q9Y421,FAM32A
Q9Y6H8,GJA3
A0A075B6T7,TRAV6
A0A096LP55,UQCRHL
A0A0G2JS06,IGLV5-39
A0A1B0GUI7,BRD3OS
O00748,CES2
O14639,ABLIM1
O15371,EIF3D
O15400,STX7
O75787,ATP6AP2
O94851,MICAL2
O95476,CTDNEP1
O95644,NFATC1
O95992,CH25H
O96009,NAPSA
P04554,PRM2
P07384,CAPN1
P0DJD9,PGA5
P0DV77,TPRX2
P13010,XRCC5
P14210,HGF
P19013,KRT4
P26022,PTX3
P28472,GABRB3
P32322,PYCR1
P36021,SLC16A2
P36551,CPOX
P51149,RAB7A
P55957,BID
P78406,RAE1
Q01851,POU4F1
Q04118,PRB3
Q09MP3,RAD51AP2
Q13428,TCOF1
Q13613,MTMR1
Q13946,PDE7A
Q14953,KIR2DS5
Q15035,TRAM2
Q15723,ELF2
Q15849,SLC14A2
Q17RN3,FAM98C
Q496Y0,LONRF3
Q5JTD7,LRRC73
Q659A1,ICE2
Q6IEV9,OR4C11
Q6UX01,LMBR1L
Q6ZUB1,SPATA31E1
Q6ZVN8,HJV
Q6ZWI9,RFPL4B
Q7L5A8,FA2H
Q7LGA3,HS2ST1
Q7Z3U7,MON2
Q7Z5N4,SDK1
Q86UF1,TSPAN33
Q86W33,TPRA1
Q86XA9,HEATR5A
Q8IV56,PRR15
Q8IZC4,RTKN2
Q8N1L9,BATF2
Q8N9F7,GDPD1
Q8NAT1,POMGNT2
Q8NCR3,MFI
Q8NER5,ACVR1C
Q8NGB9,OR4F6
Q8NHL6,LILRB1
Q8WWN9,IPCEF1
Q969X1,TMBIM1
Q96CG3,TIFA
Q96DZ7,TM4SF19
Q96EG1,ARSG
Q96HI0,SENP5
Q96JK2,DCAF5
Q96JP5,ZFP91
Q96KP4,CNDP2
Q96LB2,MRGPRX1
Q96QE4,LRRC37B
Q96T17,MAP7D2
Q99542,MMP19
Q99615,DNAJC7
Q9BQT9,CLSTN3
Q9BSE5,AGMAT
Q9BTD1,SHANK2-AS3
Q9BYR5,KRTAP4-2
Q9GZU7,CTDSP1
Q9GZW8,MS4A7
Q9H158,PCDHAC1
Q9H4D5,NXF3
Q9H867,VCPKMT
Q9H8J5,MANSC1
Q9HCC6,HES4
Q9HCU9,BRMS1
Q9NUT2,ABCB8
Q9NVF9,ETNK2
Q9NX02,NLRP2
Q9UI36,DACH1
Q9UL25,RAB21
Q9Y2H9,MAST1
Q9Y3T6,R3HCC1
Q9Y5I1,PCDHA11
A0A0K0K1C4,TRBV27
A6NIE6,RRN3P2
A6NKF7,TMEM278
A8MUL3,ADARB2-AS1
B0I1T2,MYO1G
O00161,SNAP23
O00755,WNT7A
O14792,HS3ST1
O15519,CFLAR
O43283,MAP3K13
O94806,PRKD3
O94832,MYO1D
O94923,GLCE
O95274,LYPD3
O95479,H6PD
P00519,ABL1
P04003,C4BPA
P07204,THBD
P08949,NMB
P09211,GSTP1
P0CF75,EBLN1
P0DMC3,APELA
P16860,NPPB
P22003,BMP5
P30793,GCH1
P35913,PDE6B
P42566,EPS15
P51858,HDGF
P54253,ATXN1
P56282,POLE2
P62310,LSM3
P62891,RPL39
Q00577,PURA
Q04837,SSBP1
Q0P140,HSD52
Q147U1,ZNF846
Q16654,PDK4
Q3LI73,KRTAP19-4
Q49AS3,LRRC37A5P
Q5GLZ8,HERC4
Q5K651,SAMD9
Q5T0L3,SPATA46
Q5T1R4,HIVEP3
Q5T764,IFIT1B
Q5TA81,LCE2C
Q6PKH6,DHRS4L2
Q6S9Z5,ZNF474
Q6URK8,SPMIP8
Q7KZI7,MARK2
Q7Z7G8,VPS13B
Q86UT6,NLRX1
Q8IXT5,RBM12B
Q8N1P7,CRYBG2
Q8N608,DPP10
Q8N6U8,GPR161
Q8N8U3,RTL3
Q8NDC4,MORN4
Q8NDN9,RCBTB1
Q8NGF4,OR5AP2
Q8NGI6,OR4D10
Q8NGK3,OR52K2
Q8NGS7,OR13C8
Q8NH51,OR8K3
Q8TEB1,DCAF11
Q8WUF8,ARB2A
Q8WWW0,RASSF5
Q92504,SLC39A7
Q92608,DOCK2
Q92911,SLC5A5
Q969H9,DIRC1
Q969K4,ABTB1
Q969M1,TOMM40L
Q96EP9,SLC10A4
Q96FL9,GALNT14
Q96HD9,ACY3
Q96JF6,ZNF594
Q96MH6,TMEM68
Q96NJ3,ZNF285
Q96NR8,RDH12
Q96NW7,LRRC7
Q96QH8,SPACA5
Q99879,H2BC14
Q99963,SH3GL3
Q99990,VGLL1
Q9BPW4,APOL4
Q9BVK6,TMED9
