Accession,Gene Symbol
Q8VF62,Or8b9
Q8VF89,Or2ag12
Q8VI93,Oas3
Q91XU3,Pip4k2c
Q91XX4,Pcdhgb6
Q91YH6,Atp6v1b1
Q91ZF4,Ctsq
Q924A0,Tcf7l2
Q924W9,Lmo1
Q925Q3,Slc8b1
Q99ML9,Rnf111
Q99N11,Dusp22
Q99P81,Abcg3
Q99PI8,Rtn4r
Q9CQ47,Ccdc202
Q9CQC9,Sar1b
Q9CQX8,Kgd4
Q9CWR8,Dnmt3l
Q9CZP7,Cdc37l1
Q9D0R4,Ddx56
Q9D1G0,Dnase1l2
Q9DB72,Btbd17
Q9EQF2,Kel
Q9EQI5,Ppbp
Q9ES81,Popdc3
Q9QZW9,Mnx1
Q9Z1Z2,Strap
A0A0A6YVW3,Ighv1-23
A0A0A6YX06,Trbv21
A0A0J9YUW3,Gm5141
A0A140T8L4,Or52z15
A0A140T8M1,Igkv10-96
A2AUM9,Cep152
A2AUQ7,Ggta1l1
A4Q9F4,Ttll11
A9Q7H1,Trem5
B8JJZ7,Zfp81
C0HKE3,H2ac7
E5D8G1,Galntl6
E9PY46,Ift140
F6XJP7,Pcsk6
L7N203,Vmn2r28
L7N248,Gm6871
L7N2A6,Vmn1r116
O09158,Cyp3a25
O70258,Sgce
O70378,Emc8
O88351,Ikbkb
P00375,Dhfr
P01627,Igkv2-112
P11688,Itga5
P12023,App
P28654,Dcn
P39053,Dnm1
P42228,Stat4
P48614,Wnt10b
P61264,Stx1b
P97290,Serping1
Q148R4,Spink5
Q3UDN3,Msantd7
Q3UH45,Tecpr2
Q3UNU4,Erich4
Q3UPR9,Sbspon
Q3V3Z3,Adgrg5
Q5QD04,Taar9
Q60575,Kif1b
Q61153,Dio1
Q61599,Arhgdib
Q62083,Pick1
Q62092,Nsg1
Q62384,Zpr1
Q69ZS8,Kazn
Q6KCD5,Nipbl
Q6P1H6,Ankle2
Q6VYH9,Hsh2d
Q6ZPU9,Kifbp
Q7M721,Tas2r120
Q7TNE3,Spag7
Q7TQ40,Zic5
Q7TRL3,Or2h1
Q7TRM6,Or4k1
Q80U70,Suz12
Q80UJ1,Slc22a20
Q80XR7,Zfp955a
Q8BJ25,Thap3
Q8BL86,Mblac2
Q8BQH4,Ubald2
Q8BUX5,Rhbg
Q8BWQ6,Vps35l
Q8BX57,Pxk
Q8C0Q4,Nek11
Q8C1Z7,Bbs4
Q8CHK4,Kat5
Q8K2T8,Paf1
Q8K2W3,Txndc11
Q8K339,Kin
Q8QZX5,Lsm10
Q8R0I0,Ace2
Q8R1A4,Dock7
Q8R5G7,Arap3
Q8VED5,Krt79
Q8VES9,Or2a5
Q91W29,Cox4i2
Q91W93,Krtap4-16
Q91WG1,Insig2
Q923Q2,Stard13
Q925E8,Sptssb
Q99JT9,Adi1
Q9CQI6,Cotl1
Q9CQL6,Mrpl35
Q9CR50,Rchy1
Q9CVD2,Atxn3
Q9D073,2610042L04Rik
Q9D132,Upk1a
Q9D1K7,Adissp
Q9D2N4,Dtna
Q9D479,Uvssa
Q9D4E9,Hyal6
Q9DA01,Eppin
Q9DB76,Emc9
Q9EPK7,Xpo7
Q9EPT1,Vmn1r63
Q9EQC5,Scyl1
Q9JJF9,Sppl2a
Q9QYS1,Wnt16
Q9WVB3,Tle6
Q9Z0H4,Celf2
A0A087WS97,Gm20824
A0A140T8M8,Igkv1-131
A0A1B0GT13,Gm17655
A0A2R8VHF7,Tmem249
A0A668KLV5,Carlr
A0A9L6KDP1,Gm11837
A1L317,Krt24
A2AMM0,Cavin4
A2AMT7,Vmn1r3
A2APT9,Klhdc7a
A2BHD2,Gm14743
B1ARD6,Slfn9
B1ARY8,Ciroz
E9PWM3,Armcx4
E9PWU0,Or10g1b
E9Q544,Or51r1
F6RXI4,Cspg4b
F6U8V3,H2-M11
O08696,Foxm1
O35392,Foxd2
O70577,Slc22a2
P06467,Hbz
P0C5J4,Gpr52
P13609,Srgn
P14148,Rpl7
P20334,Tnfrsf9
P24807,Cd24
P36363,Fgf7
P40764,Dlx2
P49962,Srp9
P55200,Kmt2a
P84309,Adcy5
Q05020,Apoc2
Q148V8,Fam83h
Q14B25,Prss48
Q3TYL0,Iqank1
Q3UHR0,Bahcc1
Q3US60,BC025920
Q5FW52,Mlip
Q60707,Tbx2
Q60991,Cyp7b1
Q61851,Fgfr3
Q62148,Aldh1a2
Q62443,Nptx1
Q64104,Nr2e1
Q64455,Ptprj
Q6P5B0,Rrp12
Q6PFY1,Fchsd1
Q6T3U4,Npc1l1
Q6VH22,Ift172
Q7TNV9,Defb14
Q7TQP3,Gpr119
Q7TQT7,Or2y6
Q7TSS2,Ube2q1
Q80WS3,Fbll1
Q8BGE7,Trim6
Q8BGZ2,Fam168a
Q8BIV3,Ranbp6
Q8BJG1,Slc10a4-ps
Q8BKG4,Fzd10
Q8BLN5,Lss
Q8BP22,Cibar1
Q8BYY4,Ttc39b
Q8C0W1,Ankmy1
Q8C635,Gykl1
Q8C863,Itch
Q8C8N3,Vwc2
Q8CBC6,Lrrn3
Q8CHT1,Ngef
Q8K1T5,Ly6g5c
Q8K298,Anln
Q8K2M0,Mrpl38
Q8K4D0,Vmn1r191
Q8K4L0,Ddx54
Q8R0J4,Tmem134
Q8R262,Vmn1r201
Q8R3N2,Mfsd6l
Q8VGI4,Or5p55
Q91VR5,Ddx1
Q91VU8,Ptov1
Q91WJ0,Frs3
Q920A7,Afg3l1
Q925S4,Il24
Q99JI4,Psmd6
Q99MR1,Gigyf1
Q99N80,Sytl1
Q99PT1,Arhgdia
Q9CQE6,Asf1a
Q9CQH3,Ndufb5
Q9D074,Mgrn1
Q9D141,Krtap9-22
Q9D8W5,Psmd12
Q9DBP0,Slc34a2
Q9EQC0,Chst1
Q9JJ28,Flii
Q9JLF7,Tlr5
Q9QUN3,Blnk
Q9R1P1,Psmb3
Q9WTQ8,Timm23
Q9WTS5,Tenm2
A0A075B5R8,Ighv11-2
A0A1B0GT42,Gm32742
A0A9L6KDR9,Gm57894
A0AAG1GI25,LOC620551
A3KGF7,Plcb2
B1AR10,Mllt6
B1AUC4,Ube2u
D3YWT1,Hnrnph3
D4PHA7,Wscd2
E0CZ22,Mroh1
E9PUT5,Vmn2r59
E9PVZ8,Golgb1
E9Q6C8,Xkr6
E9Q6E9,Simc1
G3X8Z7,Chrna9
K7N734,Gm8108
L0N7N1,Kif14
L7N294,Speer1f
O08790,Fpr-s1
O09030,Il13ra1
O88456,Capns1
O88533,Ddc
O88939,Zbtb7a
O88983,Stx8
P09235,Ifna9
P0C7Q1,Drc12
P21180,C2
P22723,Gabrg2
P28309,Defa2
P28741,Kif3a
P33173,Kif1a
P41969,Elk1
P52479,Usp10
P58404,Strn4
P62702,Rps4x
Q11204,St3gal2
Q3UZA1,Rcsd1
Q3V009,Tmed1
Q504P2,Clec12a
Q5GAN1,Ang5
Q5PRF0,Heatr5a
Q5SVL6,Rap1gap2
Q5XJE5,Leo1
Q61412,Vsx2
Q61602,Gli3
Q61985,Nfe2l1
Q64701,Rbl1
Q6PB60,Gprasp3
Q7TQY2,Or4k40
Q7TRH7,Or6c6c
Q80TY5,Vps13b
Q80UG8,Ttll4
Q8BH51,Cox14
Q8BSS9,Ppfia2
Q8BTI8,Srrm2
Q8BVJ3,BC024139
Q8C0P5,Coro2a
Q8C5H1,Ano4
Q8C5Z9,Lypd9
Q8C6A8,Bhlhe22
Q8CE22,Dmtf1
Q8CGK6,Ifnl3
Q8K023,Akr1c18
Q8K3B1,Fbxo45
Q8N7N6,Traf3ip2
Q8VC30,Tkfc
Q8VDU3,Apol9a
Q8VGB1,Or13p5
Q8VGF5,Or4c11b
Q8VGL1,Or6ae1
Q8VHM5,Hnrnpr
Q8VI78,Pla1a
Q91VX5,Nxph3
Q91WM2,Hdhd5
Q91ZV8,Adgra2
Q99JH8,Kdelr1
Q99KK7,Dpp3
Q99ME2,Wdr6
Q9CPZ8,Cmc1
Q9CQ69,Uqcrq
Q9CQE5,Rgs10
Q9CQX3,Bpifa5
Q9CR56,Nkiras2
Q9CYH6,Rrs1
Q9D3X9,Mfap3l
Q9D9K3,Aven
Q9DA21,Smco2
Q9DBB9,Cpn2
Q9ESM6,Gdpd2
Q9JI74,Klhl1
Q9JK84,Pard6g
Q9JKX8,Upk3a
Q9JLB9,Nectin3
Q9JLR5,Tcf23
Q9JLV2,Trpc4ap
Q9QY53,Nphp1
Q9QYE3,Bcl11a
Q9R159,Adam25
Q9WVM8,Aadat
Q9Z0R4,Itsn1
A0A1L1SSD5,Or5b105
A0A1Y7VLT7,Eif1ad4
A0AAQ4VMW9,Gm58354
B0V2W4,Zfp952
D3YUP5,Exoc3l2
D3Z447,Tmem156
E9Q0E7,Vmn2r115
E9Q173,Btbd16
E9Q1Z6,Pira12
E9Q5K2,Gm17728
H3BJ46,Vmn1r14
J3QP08,H2al1k
K7N778,Vmn1r20
L7N2E7,Zfp977
O08579,Emd
O35372,Cnih1
O35701,Matn3
P04235,Cd3d
P04444,Hbb-bh1
P09920,Csf3
P17534,Defa-rs2
P37242,Thrb
P51448,Rora
P59532,Tas2r41
P59598,Asxl1
P61161,Actr2
P62696,Crybb2
P63318,Prkcg
P70257,Nfix
P70302,Stim1
P83870,Phf5a
P97427,Crmp1
P97742,Cpt1a
Q02819,Nucb1
Q0VEJ0,Cep76
Q149L0,Dhrs2
Q14AZ4,Oas1f
Q1AN91,Sirpd
Q3U3D7,Tmem131l
Q3UKZ7,Arl14epl
Q3UP87,Elane
Q3UPE3,Rmi2
Q3UZ45,Mcidas
Q5DTW7,Resf1
Q5JCT0,Gcnt3
Q5QD06,Taar8b
Q5R1I0,Trav6d-4
Q5XFR0,Pabpn1l
Q5XJY4,Parl
Q60636,Prdm1
Q60790,Rasa3
Q61045,Sim1
Q61406,Cfhr1
Q62227,Nr0b2
Q69Z36,Mex3b
Q6PER3,Mapre3
Q6PHS6,Snx13
Q6Q473,Clca4a
Q6ZQE4,Nemp1
Q76HL1,Prss43
Q7TS18,Or13f5
Q8BGC1,N/A
Q8BGF7,Pan2
Q8BGV5,Znf8
Q8BHE5,Bmp3
Q8BHL6,Faap24
Q8BMG8,Slc25a32
Q8BYL4,Yars2
Q8CBH5,Mfsd6
Q8CHT0,Aldh4a1
Q8K0U8,Psg16
Q8K1C9,Lrrc41
Q8K370,Acad10
Q8K3F7,Tdh
Q8VF91,Or4a69
Q8VG01,Or52ab4
Q8VGV0,Or56a3
Q923D5,Wbp11
Q99NH2,Pard3
Q9CQ80,Vps25
Q9CQM7,Lce3b
Q9CS74,Ecd
Q9CZM9,Kcnmb2
Q9D0U6,Maf1
Q9D592,Tmbim7
Q9D9C6,Ccdc182
Q9DBX7,Heyl
Q9DBY4,Tril
Q9DCF9,Ssr3
Q9JJZ9,Cngb3
Q9JLC6,Tef
Q9QX47,Son
Q9QY24,Zbp1
Q9QYC0,Add1
Q9QZD4,Ercc4
Q9R1K9,Cetn2
Q9R207,Nbn
Q9WVD5,Slc25a15
Q9WVJ3,Cpq
Q9Z1T1,Ap3b1
A0A075B5Z8,Trav6-1
A0A075B653,Trav16
A2AI76,Klhl34
A4Q9E5,Ttll3
E9Q3D4,Hsd17b14
E9Q9U0,Usp17lb
G5E8Q8,Adgrf5
J3QPE5,Gm5849
O70354,Ca11
O88416,Gpr33
O88676,Mmp23
O89050,Mkln1
P05524,Fgf3
P06325,Tcrg-V1
P11679,Krt8
P13412,Tnni2
P13516,Scd1
P18762,Adrb2
P19137,Lama1
P24822,Iap
P25233,Ndn
P31240,Pdgfb
P39749,Fen1
P62915,Gtf2b
P63101,Ywhaz
P83887,Tubg1
P97468,Cmklr1
Q03173,Enah
Q2TA57,Asphd1
Q2TJ95,Rspo3
Q3UMF0,Cobll1
Q3V096,Ankrd42
Q3V132,Slc25a31
Q5ERI8,AY761185
Q5F2L2,Fut10
Q5HZH2,Tsr3
Q5SYH2,Vma12
Q60603,Kcnh1
Q61097,Ksr1
Q61597,Crygc
Q63871,Polr2k
Q63918,Cavin2
Q64288,Omp
Q67BT3,Slc13a5
Q6P1E7,Primpol
Q6P2L7,Golm2
Q6P4T0,Atg2a
Q6QWF9,Camk2n1
Q70IV5,Synm
Q7M6X5,Rslcan18
Q7M763,Adam20
Q7TNC6,Kif26b
Q80YW5,Bspry
Q8BIK4,Dock9
Q8BKW4,Zcchc4
Q8BQZ5,Cpsf4
Q8BT07,Cep55
Q8BT35,Mtln
Q8BTW3,Exosc6
Q8BVF4,Ccdc30
Q8BXA1,Golim4
Q8C551,Rad51ap1
Q8C6K9,Col6a6
Q8CBY8,Dctn4
Q8CC86,Naprt
Q8CGA0,Ppm1f
Q8CJ78,Znf628
Q8JZS6,N4bp2l2
Q8R1F9,Rpp40
Q8R2Y8,Ptrh2
Q8R5K4,Nol6
Q8VEU8,Or5w18
Q8VF02,Or51k2
Q8VHG5,Obox4
Q8VHQ1,Serpinb9g
Q91VA0,Acsm1
Q91VN4,Chchd6
Q91XZ2,Pcdhb8
Q91YI1,Atg13
Q922Q8,Lrrc59
Q923M0,Ppp1r16a
Q99LJ8,Nus1
Q99N10,Ms4a8
Q9CQZ1,Hsbp1
Q9CTY5,Micu3
Q9CWL8,Ctnnbl1
Q9CZL2,Fam241a
Q9CZT8,Rab3b
Q9D2W0,Fxyd4
Q9D818,Sapcd2
Q9D8C4,Ifi35
Q9D8K3,Derl3
Q9D9G7,Prss59
Q9ER05,Ctrl
Q9JKL4,Ndufaf3
Q9QYE5,Jag2
Q9WTP6,Ak2
Q9Z0E0,Ncdn
Q9Z2T1,Kcnk7
S4R196,Cyp2ab1
A0A0A6YWT0,Trbj1-6
A2ALS5,Rap1gap
B1AR69,Myh13
B9EKX1,Ptchd4
C0HKG5,Rnaset2a
C3VD30,Zar1l
D3Z1Y0,Cdhr18
E9PYC2,Dcpp2
E9Q295,Gm973
E9Q2Z1,Cecr2
E9Q6Z7,Or8b43
E9Q793,Jhy
E9Q9K8,Akap6
O54928,Socs5
O88545,Cops6
O88621,Foxh1
O88622,Parg
O88844,Idh1
P04104,Krt1
P07934,Phkg1
P0C7A0,Khdc1b
P10148,Ccl2
P10637,Mapt
P10820,Prf1
P18293,Npr1
P23198,Cbx3
P26149,Hsd3b2
P26187,Mgmt
P28229,Gjc1
P28667,Marcksl1
P31809,Ceacam1
P52850,Ndst2
P54823,Ddx6
P55258,Rab8a
P55937,Golga3
P56655,Cyp2c38
P61022,Chp1
P63280,Ube2i
P70353,Nfyc
Q30KN1,Defb47
Q3TDK6,Rogdi
Q3U1T9,Dennd1b
Q3U2S4,Otud5
Q3UHI4,Tmed8
Q3V1N5,Heca
Q5RJH3,Cdh12
Q62160,Arhgdig
Q6P6J0,Adat2
Q70KF4,Cmya5
Q80TE0,Rpap1
Q80UB0,N/A
Q80UW2,Fbxo2
Q8BFZ2,Plppr1
Q8BGI3,Insig1
Q8BGV8,Mief1
Q8BHS8,Sybu
Q8BI08,Mal2
Q8BM15,Stg
Q8BMD6,Tmem260
Q8BND3,Wdr35
Q8BVZ1,Plin5
Q8CD94,Lin52
Q8CDK3,Iqub
Q8R1R3,Stard7
Q8VBT3,Oscar
Q8VCR9,Ocel1
Q8VFC9,Or5p54
Q8VFI4,Or6c212
Q8VFK1,Or5g9
Q8VG18,Or56b35
Q8VG47,Or4p8
Q8VI64,Mgarp
Q91Y86,Mapk8
Q91ZC4,Mrgpra8
Q922E4,Pcyt2
Q925E1,Sntg1
Q99MD8,Mynn
Q99N08,Ms4a6c
Q9CPY3,Cdca5
Q9CPY6,Gid4
Q9CPZ6,Ormdl3
Q9CQ88,Tspan31
Q9CQQ7,Atp5pb
Q9CQT9,Rab5if
Q9CQV7,Dnajc19
Q9CR58,Slc25a30
Q9CZX9,Emc4
Q9D164,Fxyd6
Q9D5W6,Slco6d1
Q9DCX8,Iyd
Q9EPR4,Slc23a2
Q9EPV8,Ubl5
Q9ERQ3,Znf704
Q9JI38,Pus3
Q9JJR2,Xlr5c
Q9JKV9,Il20
Q9JMA4,Klra17
Q9QWV4,Mlf1
Q9R0H5,Krt71
Q9Z315,Sart1
A0A075B5R9,Ighv14-3
A0A0B4J1H7,Igkv1-135
A0A0G2JDD8,Ighd1-1
A0A140LIU8,Pnma6e
A0AAQ4VMV8,Gm74510
A2A8Z1,Osbpl9
A3KGV1,Odf2
A6H6J9,Ankrd50
D3Z4N8,Vmn2r72
E9PUR0,Ankhd1
E9PX96,Sva
E9Q1Z0,Krt90
E9Q3C1,C2cd2
E9Q422,Sp140l1
E9Q4F2,Klhl18
L7MTV4,Or10ak8
O35671,Itgb1bp1
O35930,Gp1ba
O54724,Cavin1
O54790,Mafg
O55123,Mmp10
P01865,Ighg2a
P04756,Chrna1
P05367,Saa2
P07310,Ckm
P10630,Eif4a2
P11440,Cdk1
P12382,Pfkl
P23953,Ces1c
P30999,Ctnnd1
P47955,Rplp1
P51960,Mybl1
P56280,Tcl1a
P68181,Prkacb
P70321,Hoxb13
Q0ZNK3,Gm6760
Q14B71,Cdca2
Q2TV84,Trpm1
Q3UJV1,Ccdc61
Q3UPR7,Tmem102
Q3UR50,Vwa5b2
Q3URS2,Zscan4f
Q3UYV8,Dnaaf3
Q4PJX1,Odr4
Q5DTY9,Kctd16
Q5RJG1,Nol10
Q5SSE9,Abca13
Q60674,Nr1d2
Q62270,Srms
Q62461,Gm20854
Q66X01,Nlrp9c
Q6ZQK5,Acap2
Q7TSJ6,Lats2
Q80W69,N/A
Q80XG9,Lrrtm4
Q80YX1,Tnc
Q80ZQ9,Abitram
Q810Q5,Nmes1
Q8BG05,Hnrnpa3
Q8BIV7,Slc45a1
Q8BIX3,Arl14ep
Q8BLQ7,Slc7a4
Q8BMT9,Hhat
Q8BWY2,Clec1a
Q8BYW9,Eogt
Q8C1A9,Abhd18
Q8C1E1,Bpifb2
Q8CCI5,Rybp
Q8K1G2,Evc2
Q8QZV2,Shisa2
Q8R023,Pcgf1
Q8VF48,Or4k45
Q8VFT2,Or1l4
Q91UZ4,Egln3
Q91W82,Ube2e2
Q99JB2,Stoml2
Q99JU7,Bnipl
Q99K85,Psat1
Q99KZ6,Znf639
Q99LM2,Cdk5rap3
Q9CR51,Atp6v1g1
Q9CWH1,Zbtb8a
Q9CWU9,Nup37
Q9CWV0,Malsu1
Q9D1E5,Lmbr1l
Q9D6L6,2310079G19Rik
Q9D7Z7,Lypd5
Q9D8F3,Slc52a2
Q9D9R0,Rnf125
Q9JIS8,Slc12a4
Q9JJR7,Ascl3
Q9JL99,Clec1b
Q9JMA7,Cyp3a41a
Q9QZM3,Clcf1
Q9R0Q7,Ptges3
Q9R157,Adam18
Q9WUI0,Mixl1
Q9Z0F3,Bcl2l10
Q9Z1B5,Mad2l1
Q9Z2E1,Mbd2
A0A075B5T0,Ighv3-8
A0A075B654,Trav3-4
A0A1Y7VLE6,Gm47955
A0A286YD85,Or2i1
A0A571BD42,Arhgap33os
A0A991ENW0,H1f10
A2AG58,Bclaf3
A2AJW5,Fam217b
A6H611,Mipep
D3YZI9,Pgbd5
E9PXH6,Or11h4b
E9Q8M0,Or5ac22
F8VQ39,Ankdd1a
G3UXD1,Speer4c1
M0QWX9,Gm8246
O35544,Slc1a6
O54929,Wsb2
O88811,Stam2
P10855,Ccl3
P16879,Fes
P18826,Phka1
P23949,Zfp36l2
P28649,Cyp19a1
P51660,Hsd17b4
P52431,Pold1
P54846,Nrl
P56380,Nudt2
P56387,Dynlt3
P57748,Mmp20
P61213,Arl4a
P61290,Psme3
P82347,Sgcd
P97819,Pla2g6
Q06335,Aplp2
Q149T7,Ppm1j
Q24JP4,N/A
Q2VPD4,Bmal2
Q3TBD2,Arhgap45
Q3U1C6,Tatdn3
Q3UKJ7,Smu1
Q3V3F6,Mpzl3
Q4KL35,Magix
Q5FWD5,Gm21247
Q5R1F6,Trav5d-4
Q61160,Fadd
Q63ZW7,Patj
Q69ZU8,Ankrd6
Q6P9L6,Kif15
Q6VSS7,Rhox8
Q6ZWV3,Rpl10
Q6ZWY3,Rps27l
Q76I79,Ssh1
Q7TQW9,Or4f15
Q7TR70,Or8k27
Q7TRN7,Or52l1
Q810S1,Mcub
Q8BG26,Rusc1
Q8BP71,Rbfox2
Q8C092,Taf5
Q8C3U9,Zbtb37
Q8C494,Prr33
Q8CDC7,Zbtb9
Q8CG70,P3h3
Q8JZP2,Syn3
Q8K2I4,Manba
Q8K3E5,Ahi1
Q8K3J9,Gprc5c
Q8K3K7,Agpat2
Q8VFA8,Or2y14
Q8VFV8,Or5an1c
Q8VGR6,Or1e33
Q91XX0,Pcdhgc4
Q920N1,Cimap1a
Q924Z5,Tram2
Q99M20,Klk10
Q99M73,Krt84
Q99NA9,Pcgf6
Q99PV8,Bcl11b
Q9CQH8,Rpp14
Q9CQW7,Coa8
Q9CQZ0,Ormdl2
Q9CZV8,Fbxl20
Q9D3W5,Lrrc71
Q9D4B2,Odad4
Q9D4J9,Ankrd68
Q9D7D1,Rnf225
Q9DA64,Cdrt4
Q9EQ94,Or8g32
Q9EQQ9,Oga
Q9JHJ8,Icoslg
Q9JHX2,Sp5
Q9JIC0,Zfp119a
Q9JJB9,Tmem183
Q9JJW0,Pxmp4
Q9JKK1,Stx6
Q9QUR6,Prep
Q9QY83,Actl7b
Q9R171,Cbln1
Q9R1I1,Chst4
Q9WUK2,Eif4h
A0A0G2JDP3,Trav9n-2
A0A0G2JEH0,Igkv4-71
A0A140LII9,Gm45015
A0A1Y7VP24,Tes3-ps
A0A338P6Q3,A630089N07Rik
A0A668KLT6,Gm7592
A1L1B4,Or8s10
A2A8R0,Zfyve9
A2AKQ0,Slc35d1
A4UUI3,Gbp4
E9PZ56,Vmn2r98
G5E8I7,Usp17lc
G5E8Y4,Vmn2r86
J3QMN6,Fmo6
J3QPC1,Smbd1
O35054,Cldn4
O35182,Smad6
O35192,Vmn2r42
O70238,Rhox6
O70338,Rnaseh1
O88667,Rrad
P00186,Cyp1a2
P01921,H2-Ab1
P04918,Saa3
P14430,H2-Q8
P23927,Cryab
P28301,Lox
P28738,Kif5c
P33242,Nr5a1
P35582,Foxa1
P35584,Foxa3
P52875,Tmem165
P53568,Cebpg
P56479,Galr1
P59528,Tas2r123
P61406,Smg6
P69525,Tmprss9
P70277,St6galnac2
P84089,Erh
P97311,Mcm6
P97857,Adamts1
Q1ERP8,Cd300lg
Q2YFS2,Pilrb
Q32NY8,Tcfl5
Q3TMP8,Tmem38a
Q3UHC0,Tnrc6c
Q3UPP8,Cep63
Q3UZY0,Sfi1
Q3V2K1,Gm614
Q52KR3,Prune2
Q5BN45,Pierce1
Q5F2E8,Taok1
Q5NCI0,Urgcp
Q5SW48,Or4d1
Q60634,Flot2
Q64324,Stxbp2
Q6J9G1,Styk1
Q6NZQ0,Cfap119
Q6XZL8,Dot1l
Q6ZPS2,Carns1
Q7TS48,Or5k16
Q7TSU7,Kirrel2
Q80YG3,Klhdc1
Q8BMK0,Cep85
Q8BQ33,Ticrr
Q8BW86,Arhgef33
Q8C9E8,Calhm6
Q8CFE6,Slc38a2
Q8JZK6,Trim61
Q8QZW2,Fev
Q8R367,Rerg
Q8VEX7,Or4c124
Q8VFA3,Or2y16
Q8VFM3,Or2ag13
Q8VFZ9,Or6c208
Q8VG32,Or10j27
Q8VGP3,Or4b1
Q8VHN8,Nudt16l1
Q91WF0,Tafazzin
Q91YQ1,Rab29
Q920S1,Gzmn
Q924H7,Wac
Q99KK9,Hars2
Q99NB5,Gsdmc
Q9CZ52,Antxr1
Q9CZS1,Aldh1b1
Q9D3J5,Ankrd22
Q9D3P9,Nts
Q9D8S4,Rexo2
Q9DA73,Ccdc89
Q9DAR1,Cmtm2a
Q9EQ52,Vmn1r48
Q9ES83,Popdc1
Q9JI60,Lrat
Q9JLS0,Hilpda
Q9QY33,Tspan3
Q9WTV6,Usp18
Q9WUQ7,Dexi
Q9Z1F9,Uba2
Q9Z1G4,Atp6v0a1
A0A087WQI7,B020011L13Rik
A0A2I3BR64,Or10ag2
A2AHM2,Zfp931
A2AJL3,Fggy
A2ALW5,Dnajc25
A2RSF9,Serpinb3c
A7XUZ6,Skint6
B1AUH1,Ptpru
C0HKD2,Spata31f1c
E9PWV2,Or10j3
E9Q0K5,Vmn2r63
E9Q9R3,Fimp
F7A6P6,Kcng2
F8VPU2,Farp1
K7N662,Or2d3
K7N724,Gm3453
L7MTX3,1700020N15Rik
O08791,Ebf3
O35347,Dgcr6
O88876,Dhrs3
P01027,C3
P02468,Lamc1
P05142,Prh1
P09671,Sod2
P14685,Psmd3
P23950,Zfp36l1
P32233,Drg1
P43404,Zap70
P46471,Psmc2
P51642,Cntf
P61460,Depdc5
P70213,Fv1
P97433,Arhgef28
Q00175,Pgr
Q05920,Pc
Q3TRJ4,Krt26
Q3U129,B3gntl1
Q3U507,Gpr174
Q566J8,Coq8b
Q5I1X5,Ppp1r13l
Q60891,Or3a10
Q60902,Eps15l1
Q61625,Grid2
Q61768,Kif5b
Q64692,St8sia4
Q67E05,Bpi
Q6NZG4,Ddias
Q6P5F7,Ttyh3
Q6TCG2,Paqr9
Q76I25,Higd1c
Q7M722,Tas2r114
Q7TRX4,Or1e17
Q80TA6,Mtmr12
Q80UU2,Rpp38
Q80XN0,Bdh1
Q8BG67,Efr3a
Q8BIF2,Rbfox3
Q8BLG0,Phf20
Q8BSN5,Phf23
Q8BVM2,Antxrl
Q8BVN3,Catsper4
Q8BX02,Kank2
Q8K071,Tmem221
Q8K1L6,N/A
Q8K243,Trim68
Q8K310,Matr3
Q8R071,Itpka
Q8R2Z0,C1qtnf12
Q8R3T5,Stxbp6
Q8VCS0,Pglyrp2
Q8VF66,Or5p50
Q8VFP9,Or1j15
Q8VGI5,Or5p4
Q8VHW3,Cacng6
Q91WK5,Gcsh
Q920P5,Ak5
Q922V4,Plrg1
Q99JG2,Gpr37l1
Q99LL3,Chst12
Q9CPV4,Glod4
Q9CWV4,Mageb16
Q9CZT6,Cmss1
Q9D1P4,Chordc1
Q9D240,Plekhj1
Q9D2V8,Mfsd10
Q9D3G2,Slamf8
Q9D7D2,Serpina9
Q9D8Y0,Efhd2
Q9D9B4,Lrmda
Q9DA79,Dpep3
Q9DB40,Med27
Q9JHG1,Pigp
Q9JKF1,Iqgap1
Q9QXE2,Poll
Q9QXK7,Cpsf3
Q9QXX4,Slc25a13
Q9WUF2,Egr4
Q9WV92,Epb41l3
Q9Z116,Zfp68
Q9Z130,Hnrnpdl
A0A075B652,Trav5-4
A0A140T8K4,Or5k8
A0A1D5RLD8,Gapdhrt2
A0A1L1STL1,Or12e14
A0AAA9WWD5,Gm64583
A2A6T1,Cdr2l
A2A825,Cplane2
A2AFR2,4930447F04Rik
A2ATD1,Ism1
A2CFD5,Btbd35f28
B1AQ89,Krtap4-24
B1AUV6,Gm12790
D3YTY2,Vmn1r138
E9PWW9,Rsf1
E9PWZ2,Scgb1b20
E9Q6Z5,Aunip
F6TNE3,Prr22
F6ZNL5,Pcdh11x
G3UVT9,Cd209f
J3QNB2,9330182O14Rik
O35242,Nsmaf
O35874,Slc1a4
O88335,Kcnj1
O88531,Ppt1
P06328,Ighv1-72
P08121,Col3a1
P09803,Cdh1
P10833,Rras
P12367,Prkar2a
P12804,Fgl2
P15806,Tcf3
P17427,Ap2a2
P19467,Muc13
P21614,Gc
P23275,Or2c1
P46460,Nsf
P51655,Gpc4
P55096,Abcd3
P59111,Kcnh8
P63084,S100a5
P70379,Fgf14
Q02858,Tek
Q08024,Cbfb
Q14DL3,Lrriq3
Q1JRP2,Tmprss11c
Q3URY2,Gmnc
Q60668,Hnrnpd
Q60755,Calcr
Q60948,Mxd4
Q61467,Zic4
Q61701,Elavl4
Q64343,Abcg1
Q69ZR2,Hectd1
Q6NVE8,Wdr44
